,LATITUDE,LONGITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,% 30,2060 Med,Damage 2060,Damage Done 60,Damage Done 60,% 60,LOT SIZE,LIST PRICE,year,Cluster
141,25.842114000000002,-80.130269,3.600000143,11,74887.605,1650112.395,4.341310435,21,166182.51,1558817.49,1558817.49,9.633768696,7813.0,1725000,2018,0
142,25.824347,-80.135069,4.800000072,11,86265.0,1633735.0,5.015406977,21,191430.0,1528570.0,1528570.0,11.12965116,9000.0,1720000,2019,0
143,25.832197,-80.125598,42.0,11,71168.625,1628831.375,4.186389706,21,157929.75,1542070.25,1542070.25,9.289985294,7425.0,1700000,2019,0
144,25.813761,-80.137923,70.80000114,11,248251.5,1446748.5,14.64610619,21,550893.0,1144107.0,1144107.0,32.50106195,25900.0,1695000,2018,0
145,25.828792,-80.181288,39.59999943,11,119937.105,1555062.895,7.160424179,21,266151.51,1408848.49,1408848.49,15.88964239,12513.0,1675000,2019,0
146,25.840045,-80.12494000000001,38.40000057,11,69673.365,1605326.635,4.159603881000001,21,154611.63,1520388.37,1520388.37,9.230545075,7269.0,1675000,2019,0
147,25.824735,-80.18445899999999,92.39999771,11,155411.19,1444588.81,9.713199375,21,344871.78,1255128.22,1255128.22,21.55448625,16214.0,1600000,2019,0
148,25.854751999999998,-80.141474,6.0,11,97767.0,1502133.0,6.110819426,21,216954.0,1382946.0,1382946.0,13.56047253,10200.0,1599900,2018,0
149,25.846836,-80.159474,9.600000142999999,11,73804.5,1525195.5,4.615666041,21,163779.0,1435221.0,1435221.0,10.24258912,7700.0,1599000,2019,0
150,25.845926000000002,-80.15486700000001,3.600000143,11,102517.6733,1496482.3269999998,6.411361684,21,227496.1828,1371503.8169999998,1371503.8169999998,14.22740355,10695.63624,1599000,2019,0
151,25.819941,-80.187262,90.0,11,128726.55,1470273.45,8.050440901,21,285656.1,1313343.9,1313343.9,17.86467167,13430.0,1599000,2019,0
152,25.813153,-80.191714,166.7999954,11,66136.5,1518863.5,4.172649842,21,146763.0,1438237.0,1438237.0,9.259495268,6900.0,1585000,2019,0
153,25.855036,-80.13869100000001,3.600000143,11,97767.0,1481233.0,6.19170361,21,216954.0,1362046.0,1362046.0,13.739962,10200.0,1579000,2019,0
154,25.841345,-80.130585,13.20000029,11,69251.625,1495748.375,4.425023962,21,153675.75,1411324.25,1411324.25,9.819536741,7225.0,1565000,2019,0
155,25.830426,-80.184248,109.20000459999999,11,86265.0,1462735.0,5.569076824,21,191430.0,1357570.0,1357570.0,12.35829567,9000.0,1549000,2019,0
156,25.825971,-80.130865,16.79999971,11,86265.0,1413735.0,5.751,21,191430.0,1308570.0,1308570.0,12.762,9000.0,1500000,2019,0
157,25.809499,-80.12953399999999,31.19999886,11,97048.125,1402951.875,6.469875,21,215358.75,1284641.25,1284641.25,14.35725,10125.0,1500000,2019,0
158,25.809759,-80.129039,32.40000057,11,71887.5,1423112.5,4.808528428,21,159525.0,1335475.0,1335475.0,10.67056856,7500.0,1495000,2019,0
159,25.844454000000002,-80.181325,37.19999886,11,118489.77,1371510.23,7.952333557,21,262939.74,1227060.26,1227060.26,17.64696242,12362.0,1490000,2019,0
160,25.844828,-80.126335,12.0,11,96281.325,1353718.675,6.640091378999999,21,213657.15,1236342.85,1236342.85,14.73497586,10045.0,1450000,2019,0
161,25.827052,-80.127098,43.19999886,11,63740.25,1386259.75,4.39587931,21,141445.5,1308554.5,1308554.5,9.754862069,6650.0,1450000,2019,0
162,25.8221,-80.18334,51.60000229,11,130480.605,1319519.395,8.998662414,21,289548.51,1160451.49,1160451.49,19.96886276,13613.0,1450000,2019,0
163,25.819467000000003,-80.187329,90.0,11,133586.145,1291413.855,9.374466316,21,296439.99,1128560.01,1128560.01,20.80280632,13937.0,1425000,2016,0
164,25.831032999999998,-80.124706,28.80000114,11,71887.5,1328112.5,5.134821429,21,159525.0,1240475.0,1240475.0,11.39464286,7500.0,1400000,2019,0
165,25.827008,-80.12863,34.80000114,11,63740.25,1336259.75,4.552875,21,141445.5,1258554.5,1258554.5,10.10325,6650.0,1400000,2019,0
166,25.856957,-80.171767,3.600000143,11,174926.25,1225073.75,12.49473214,21,388177.5,1011822.5,1011822.5,27.72696429,18250.0,1400000,2019,0
167,25.825784,-80.128125,46.80000114,11,62302.5,1337697.5,4.450178571,21,138255.0,1261745.0,1261745.0,9.875357142999999,6500.0,1400000,2017,0
168,25.843231,-80.125677,30.0,11,71887.5,1324112.5,5.149534384,21,159525.0,1236475.0,1236475.0,11.42729226,7500.0,1396000,2019,0
169,25.810712,-80.130565,21.59999943,11,117128.7,1277871.3,8.396322581,21,259919.4,1135080.6,1135080.6,18.63221505,12220.0,1395000,2019,0
170,25.828809,-80.121399,45.59999943,11,102517.6733,1292482.327,7.348937156,21,227496.1828,1167503.817,1167503.817,16.30797009,10695.63624,1395000,2019,0
