type	latitude	longitude	altitude (ft)	eos	name
T	25.697570000	-80.169707000	2.3		
T	25.696849000	-80.170629000	3.0		
T	25.686077000	-80.171342000	2.9		
T	25.686485000	-80.174637000	2.8		
T	25.688104000	-80.173044000	3.3		
T	25.684270000	-80.164580000	2.9		
T	25.682818000	-80.171418000	3.3		
T	25.685472000	-80.168311000	3.5		
T	25.688223000	-80.157907000	3.6		
T	25.683379000	-80.159572000	2.4		
T	25.683997000	-80.170238000	3.3		
T	25.685013000	-80.166889000	1.5		
T	25.691375000	-80.173149000	3.1		
T	25.684285000	-80.169404000	3.4		
T	25.683554000	-80.164812000	2.4		
T	25.695190000	-80.158512000	3.3		
T	25.685208000	-80.169527000	3.9		
T	25.685499000	-80.165184000	3.3		
T	25.695190000	-80.158512000	3.3		
T	25.690410000	-80.173680000	2.6		
T	25.695593000	-80.158883000	3.3		
T	25.685496000	-80.165488000	3.3		
T	25.684313000	-80.163280000	3.3		
T	25.684227000	-80.161287000	3.3		
T	25.684288000	-80.163964000	3.1		
T	25.695099000	-80.158823000	3.3		
T	25.683692000	-80.160915000	3.3		
T	25.686620000	-80.175691000	3.3		
T	25.685984000	-80.167348000	3.3		
T	25.684859000	-80.163527000	3.3		
T	25.684462000	-80.169655000	3.5		
T	25.684715000	-80.168758000	1.7		
T	25.687003000	-80.168323000	3.5		
T	25.691429000	-80.165681000	3.3		
T	25.688652000	-80.167018000	3.6		
T	25.689955000	-80.170294000	3.6		
T	25.685520000	-80.163648000	3.3		
T	25.695144000	-80.169638000	3.6		
T	25.693366000	-80.171492000	3.3		
T	25.687297000	-80.165612000	3.3		
T	25.689981000	-80.171898000	3.3		
T	25.685354000	-80.174489000	3.3		
T	25.691694000	-80.166124000	3.3		
T	25.689784000	-80.172209000	3.3		
T	25.688396000	-80.167760000	3.3		
T	25.695447000	-80.171220000	3.3		
T	25.698806000	-80.164803000	3.3		
T	25.690000000	-80.165780000	3.3		
T	25.691376000	-80.172790000	3.3		
T	25.689576000	-80.172227000	3.3		
T	25.689180000	-80.168819000	3.5		
T	25.692247000	-80.172008000	3.3		
T	25.688984000	-80.167761000	3.6		
T	25.696041000	-80.166557000	3.3		
T	25.697816000	-80.157871000	3.3		
T	25.688282000	-80.171166000	3.3		
T	25.692709000	-80.165726000	3.3		
T	25.695919000	-80.165026000	3.3		
T	25.697039000	-80.166448000	3.3		
T	25.693651000	-80.160404000	3.3		
T	25.691245000	-80.168044000	3.3		
T	25.692859000	-80.165136000	3.3		
T	25.695406000	-80.166201000	3.3		
T	25.692488000	-80.172043000	3.3		
T	25.689951000	-80.171445000	3.3		
T	25.693237000	-80.162039000	3.3		
T	25.689781000	-80.168822000	3.6		
T	25.696258000	-80.170168000	3.3		
T	25.687959000	-80.166518000	3.3		
T	25.691460000	-80.168015000	3.3		
T	25.696991000	-80.167594000	3.3		
T	25.696412000	-80.166293000	3.3		
T	25.689989000	-80.169581000	3.9		
T	25.695070000	-80.167935000	3.3		
T	25.690647000	-80.170005000	3.6		
T	25.695439000	-80.160740000	3.3		
T	25.684171000	-80.172979000	3.3		
T	25.687985000	-80.171565000	3.3		
T	25.685882000	-80.175190000	3.3		
T	25.686283000	-80.167901000	3.3		
T	25.687297000	-80.165612000	3.3		
T	25.695492000	-80.168441000	3.3		
T	25.692758000	-80.160293000	3.3		
T	25.691033000	-80.168815000	3.6		
T	25.694600000	-80.159169000	3.3		
T	25.687944000	-80.171190000	3.3		
T	25.695045000	-80.170526000	3.3		
T	25.687682000	-80.168425000	3.5		
T	25.694758000	-80.171768000	3.3		
T	25.689952000	-80.171190000	3.3		
T	25.695721000	-80.170876000	3.3		
T	25.697207000	-80.168484000	3.3		
T	25.694929000	-80.170716000	3.3		
T	25.694320000	-80.160060000	3.3		
T	25.693225000	-80.161052000	3.3		
T	25.695411000	-80.166507000	3.3		
T	25.693045000	-80.160657000	3.3		
T	25.694052000	-80.161544000	3.3		
T	25.689617000	-80.170384000	3.6		
T	25.694051000	-80.160624000	3.3		
T	25.684758000	-80.161064000	3.3		
T	25.688947000	-80.169270000	4.1		
T	25.748577000	-80.207296000	14.4		
T	25.697696000	-80.165495000	3.3		
T	25.693636000	-80.161187000	3.3		
T	25.685517000	-80.174722000	3.3		
T	25.697264000	-80.167248000	3.3		
T	25.698114000	-80.164750000	3.3		
T	25.693713000	-80.162825000	3.3		
T	25.746336000	-80.215631000	12.9		
T	25.690381000	-80.170000000	3.8		
T	25.748577000	-80.207296000	14.4		
T	25.692016000	-80.162456000	3.3		
T	25.684935000	-80.173507000	3.3		
T	25.693322000	-80.160145000	3.3		
T	25.694796000	-80.167878000	3.3		
T	25.688788000	-80.166556000	3.6		
T	25.744841000	-80.216165000	15.2		
T	25.694104000	-80.168899000	3.3		
T	25.696752000	-80.157910000	3.3		
T	25.695069000	-80.168390000	3.3		
T	25.742474000	-80.218117000	17.4		
T	25.694762000	-80.165333000	3.3		
T	25.695433000	-80.160169000	3.3		
T	25.690388000	-80.169091000	3.7		
T	25.687404000	-80.169613000	4.2		
T	25.695437000	-80.161102000	3.3		
T	25.696593000	-80.167112000	3.3		
T	25.694319000	-80.161541000	3.3		
T	25.685988000	-80.165827000	3.3		
T	25.687000000	-80.169028000	3.6		
T	25.693650000	-80.160571000	3.3		
T	25.695710000	-80.160225000	3.3		
T	25.694320000	-80.160978000	3.3		
T	25.693633000	-80.161489000	3.3		
T	25.692014000	-80.172009000	3.3		
T	25.692736000	-80.171325000	3.4		
T	25.692760000	-80.160652000	3.3		
T	25.693182000	-80.160624000	3.3		
T	25.687005000	-80.171200000	3.3		
T	25.686282000	-80.168346000	3.3		
T	25.686892000	-80.167533000	3.4		
T	25.687621000	-80.169383000	4.3		
T	25.697259000	-80.166063000	3.3		
T	25.688928000	-80.167317000	3.6		
T	25.694557000	-80.171028000	3.3		
T	25.692310000	-80.169375000	3.9		
T	25.690849000	-80.165759000	3.3		
T	25.742387000	-80.218234000	17.3		
T	25.742598000	-80.218007000	19.0		
T	25.695156000	-80.161056000	3.3		
T	25.689584000	-80.165781000	3.3		
T	25.691445000	-80.172107000	3.3		
T	25.686998000	-80.169249000	4.1		
T	25.692888000	-80.168404000	3.3		
T	25.693696000	-80.164849000	3.3		
T	25.742598000	-80.218007000	19.0		
T	25.691685000	-80.169211000	3.8		
T	25.696626000	-80.166330000	3.3		
T	25.688913000	-80.167021000	3.6		
T	25.696613000	-80.169002000	3.3		
T	25.690064000	-80.172800000	3.3		
T	25.686281000	-80.169024000	3.6		
T	25.692696000	-80.168164000	3.3		
T	25.689809000	-80.170035000	3.7		
T	25.687403000	-80.169118000	3.8		
T	25.683559000	-80.156938000	0.8		
T	25.687247000	-80.170999000	3.3		
T	25.691042000	-80.168064000	3.3		
T	25.686858000	-80.161243000	3.0		
T	25.692740000	-80.169948000	3.8		
T	25.698381000	-80.165841000	3.4		
T	25.688763000	-80.168818000	3.4		
T	25.687608000	-80.167229000	3.3		
T	25.687100000	-80.167585000	3.3		
T	25.695162000	-80.165714000	3.3		
T	25.700087000	-80.156722000	3.3		
T	25.694100000	-80.171728000	3.3		
T	25.694318000	-80.170817000	3.3		
T	25.688968000	-80.165478000	3.3		
T	25.686282000	-80.168580000	3.3		
T	25.746508000	-80.215424000	12.5		
T	25.686744000	-80.168804000	3.4		
T	25.697805000	-80.167027000	3.3		
T	25.696360000	-80.168600000	3.3		
T	25.690386000	-80.169312000	3.9		
T	25.749373000	-80.205780000	13.5		
T	25.748399000	-80.213653000	11.4		
T	25.687959000	-80.166518000	3.3		
T	25.743599000	-80.216375000	14.3		
T	25.690373000	-80.172218000	3.3		
T	25.748399000	-80.213653000	11.4		
T	25.693420000	-80.164613000	3.3		
T	25.695143000	-80.171160000	3.3		
T	25.695383000	-80.165446000	3.3		
T	25.694375000	-80.168230000	3.3		
T	25.697339000	-80.168319000	3.3		
T	25.692908000	-80.164806000	3.3		
T	25.693662000	-80.166908000	3.3		
T	25.688538000	-80.165476000	3.5		
T	25.697127000	-80.167422000	3.3		
T	25.698494000	-80.167297000	3.3		
T	25.699612000	-80.168149000	3.3		
T	25.698391000	-80.164905000	3.3		
T	25.748079000	-80.213229000	12.3		
T	25.752590000	-80.203682000	14.5		
T	25.691451000	-80.170823000	3.5		
T	25.752895000	-80.201856000	13.8		
T	25.752860000	-80.202360000	13.8		
T	25.694101000	-80.171266000	3.3		
T	25.692114000	-80.165998000	3.6		
T	25.689390000	-80.159742000	3.3		
T	25.745691000	-80.218107000	12.0		
T	25.747112000	-80.217219000	8.7		
T	25.746370000	-80.215993000	12.5		
T	25.697339000	-80.168319000	3.3		
T	25.692993000	-80.169922000	3.7		
T	25.690852000	-80.165467000	3.3		
T	25.752069000	-80.199419000	13.8		
T	25.746298000	-80.214730000	12.9		
T	25.689205000	-80.166554000	3.4		
T	25.754251000	-80.212401000	10.5		
T	25.691040000	-80.165447000	3.3		
T	25.691231000	-80.169264000	3.9		
T	25.745943000	-80.216180000	13.1		
T	25.688565000	-80.172004000	3.3		
T	25.745073000	-80.214362000	16.9		
T	25.740954000	-80.217898000	6.2		
T	25.696148000	-80.169637000	3.5		
T	25.751843000	-80.203077000	13.9		
T	25.745011000	-80.215991000	15.1		
T	25.686291000	-80.164910000	3.3		
T	25.686283000	-80.168120000	3.3		
T	25.689453000	-80.160157000	3.3		
T	25.754363000	-80.212239000	10.9		
T	25.744245000	-80.216979000	16.6		
T	25.695710000	-80.162649000	3.3		
T	25.688761000	-80.167760000	3.5		
T	25.754331000	-80.213120000	10.0		
T	25.687677000	-80.164904000	3.6		
T	25.746604000	-80.214895000	12.6		
T	25.698674000	-80.157161000	3.2		
T	25.743572000	-80.216916000	17.0		
T	25.743743000	-80.217153000	17.7		
T	25.693668000	-80.166415000	3.3		
T	25.747653000	-80.215373000	10.2		
T	25.689383000	-80.163340000	3.3		
T	25.689388000	-80.162148000	3.3		
T	25.689446000	-80.162623000	3.3		
T	25.691238000	-80.168804000	3.6		
T	25.745820000	-80.213981000	14.0		
T	25.692104000	-80.167571000	3.3		
T	25.745563000	-80.216363000	13.9		
T	25.699085000	-80.164863000	3.6		
T	25.745530000	-80.217967000	13.1		
T	25.747637000	-80.214643000	11.0		
T	25.747381000	-80.213742000	12.1		
T	25.748944000	-80.207604000	15.0		
T	25.685741000	-80.157265000	2.7		
T	25.745485000	-80.214501000	14.7		
T	25.747690000	-80.213310000	12.5		
T	25.748555000	-80.208164000	14.9		
T	25.752561000	-80.210262000	16.6		
T	25.744941000	-80.217025000	15.2		
T	25.752971000	-80.203125000	13.7		
T	25.753756000	-80.213196000	9.5		
T	25.753724000	-80.197538000	15.0		
T	25.746271000	-80.212643000	13.7		
T	25.754033000	-80.213617000	8.9		
T	25.746119000	-80.216324000	12.3		
T	25.743743000	-80.217153000	17.7		
T	25.747998000	-80.213045000	12.4		
T	25.745045000	-80.214369000	17.0		
T	25.752434000	-80.207370000	16.3		
T	25.747290000	-80.216775000	9.1		
T	25.754407000	-80.199674000	25.6		
T	25.746632000	-80.213537000	13.0		
T	25.748814000	-80.208809000	15.5		
T	25.747452000	-80.216293000	9.9		
T	25.752727000	-80.214502000	9.3		
T	25.748285000	-80.213912000	11.1		
T	25.689453000	-80.160954000	3.3		
T	25.749436000	-80.209576000	15.0		
T	25.684958000	-80.158995000	2.7		
T	25.683692000	-80.156184000	0.3		
T	25.752637000	-80.208904000	16.6		
T	25.752482000	-80.209851000	17.1		
T	25.748976000	-80.209177000	15.7		
T	25.740320000	-80.217902000	4.5		
T	25.753382000	-80.206778000	18.0		
T	25.689451000	-80.162773000	3.3		
T	25.753984000	-80.212852000	10.1		
T	25.740153000	-80.217775000	4.3		
T	25.745395000	-80.216209000	14.5		
T	25.753458000	-80.213104000	9.7		
T	25.751705000	-80.211126000	16.4		
T	25.752561000	-80.210262000	16.6		
T	25.750466000	-80.216777000	8.3		
T	25.748533000	-80.215984000	8.5		
T	25.684441000	-80.158922000	2.8		
T	25.751908000	-80.209078000	17.8		
T	25.750073000	-80.213539000	11.7		
T	25.750855000	-80.210937000	16.7		
T	25.751635000	-80.205993000	14.7		
T	25.752511000	-80.213630000	10.2		
T	25.752356000	-80.209731000	17.2		
T	25.753746000	-80.203059000	14.3		
T	25.751490000	-80.212640000	11.9		
T	25.698674000	-80.157161000	3.2		
T	25.748473000	-80.216120000	8.5		
T	25.751329000	-80.212582000	12.4		
T	25.748950000	-80.216414000	8.5		
T	25.695759000	-80.167978000	3.3		
T	25.748398000	-80.216319000	8.5		
T	25.753458000	-80.213104000	9.7		
T	25.748975000	-80.214668000	9.9		
T	25.749995000	-80.217420000	8.2		
T	25.753264000	-80.197841000	13.3		
T	25.751353000	-80.206511000	13.9		
T	25.750047000	-80.216467000	8.3		
T	25.751620000	-80.212108000	13.1		
T	25.748449000	-80.217326000	8.2		
T	25.754128000	-80.205350000	19.1		
T	25.752259000	-80.201788000	13.3		
T	25.683559000	-80.156938000	0.8		
T	25.751231000	-80.206411000	13.5		
T	25.752511000	-80.213630000	10.2		
T	25.752434000	-80.208813000	16.9		
T	25.749622000	-80.217406000	8.2		
T	25.753226000	-80.213848000	9.5		
T	25.752327000	-80.208720000	17.0		
T	25.751490000	-80.212640000	11.9		
T	25.749495000	-80.209046000	16.2		
T	25.751748000	-80.202594000	13.4		
T	25.748533000	-80.215984000	8.5		
T	25.691822000	-80.157892000	3.3		
T	25.750047000	-80.216467000	8.3		
T	25.753475000	-80.215465000	10.2		
T	25.749589000	-80.217490000	8.2		
T	25.748598000	-80.217147000	8.2		
T	25.754207000	-80.196059000	3.4		
T	25.750964000	-80.212406000	13.1		
T	25.686969000	-80.163984000	3.3		
T	25.753034000	-80.215991000	9.6		
T	25.751943000	-80.209942000	17.8		
T	25.752259000	-80.201788000	13.3		
T	25.753050000	-80.215465000	10.0		
T	25.753132000	-80.213972000	9.4		
T	25.752783000	-80.215113000	9.5		
T	25.751750000	-80.212255000	12.9		
T	25.748267000	-80.216717000	8.5		
T	25.753224000	-80.200214000	18.8		
T	25.752697000	-80.214956000	9.5		
T	25.752027000	-80.215470000	9.4		
T	25.748975000	-80.216249000	8.5		
T	25.750034000	-80.200708000	6.0		
T	25.753490000	-80.214941000	9.4		
T	25.753983000	-80.199321000	22.4		
T	25.753465000	-80.215815000	10.5		
T	25.753224000	-80.200214000	18.8		
T	25.752742000	-80.199159000	16.1		
T	25.752357000	-80.215112000	9.5		
T	25.751625000	-80.199579000	11.1		
T	25.750672000	-80.210172000	19.0		
T	25.758898000	-80.191800000	3.3		
T	25.757258000	-80.201809000	20.9		
T	25.757592000	-80.196426000	20.4		
T	25.758898000	-80.191800000	3.3		
T	25.758284000	-80.202186000	13.2		
T	25.764483000	-80.200522000	17.0		
T	25.762166000	-80.201564000	11.8		
T	25.685985000	-80.333279000	8.2		
T	25.760322000	-80.189479000	0.3		
T	25.763990000	-80.201282000	12.7		
T	25.768309000	-80.188530000	2.3		
T	25.760670000	-80.191604000	2.1		
T	25.762941000	-80.201943000	10.5		
T	25.759724000	-80.197269000	21.1		
T	25.758973000	-80.204058000	11.4		
T	25.759300000	-80.203825000	11.5		
T	25.759724000	-80.197269000	21.1		
T	25.767103000	-80.184158000	1.3		
T	25.760320000	-80.202609000	11.8		
T	25.764866000	-80.194966000	7.7		
T	25.764866000	-80.194966000	7.7		
T	25.762768000	-80.194729000	10.0		
T	25.769673000	-80.192003000	3.5		
T	25.755560000	-80.407140000	4.0		
T	25.768956000	-80.188899000	8.8		
T	25.759099000	-80.200542000	19.9		
T	25.758290000	-80.194500000	16.4		
T	25.769320000	-80.186875000	0.0		
T	25.764897000	-80.189860000	4.7		
T	25.758449000	-80.202332000	12.9		
T	25.757592000	-80.196426000	20.4		
T	25.762472000	-80.201056000	12.2		
T	25.762490000	-80.200790000	12.5		
T	25.758898000	-80.191800000	3.3		
T	25.757993000	-80.197871000	25.0		
T	25.760322000	-80.189479000	0.3		
T	25.759909000	-80.198239000	23.2		
T	25.759093000	-80.201574000	13.1		
T	25.759757000	-80.202923000	11.8		
T	25.758589000	-80.201919000	13.1		
T	25.764828000	-80.189567000	3.2		
T	25.758116000	-80.202047000	13.8		
T	25.758156000	-80.201621000	15.2		
T	25.760710000	-80.202952000	11.1		
T	25.758435000	-80.201029000	17.8		
T	25.760985000	-80.203643000	10.3		
T	25.768309000	-80.188530000	2.3		
T	25.759388000	-80.200965000	14.9		
T	25.765010000	-80.190169000	6.1		
T	25.761031000	-80.203206000	10.4		
T	25.760867000	-80.202557000	11.4		
T	25.758872000	-80.201396000	13.5		
T	25.761467000	-80.203578000	9.8		
T	25.769270000	-80.184913000	0.1		
T	25.769084000	-80.188605000	7.1		
T	25.759724000	-80.197269000	21.1		
T	25.762042000	-80.202260000	10.6		
T	25.758321000	-80.200939000	20.1		
T	25.761909000	-80.203441000	9.4		
T	25.758809000	-80.202129000	12.8		
T	25.763254000	-80.193436000	8.3		
T	25.768223000	-80.191396000	5.8		
T	25.768294000	-80.190315000	8.4		
T	25.760654000	-80.202378000	11.8		
T	25.765582000	-80.194090000	6.6		
T	25.759305000	-80.201085000	14.9		
T	25.761093000	-80.194460000	12.4		
T	25.768746000	-80.189522000	7.6		
T	25.758409000	-80.189526000	0.3		
T	25.768270000	-80.197037000	3.3		
T	25.768746000	-80.189522000	7.6		
T	25.762990000	-80.195120000	10.0		
T	25.768956000	-80.188899000	8.8		
T	25.769112000	-80.191786000	4.5		
T	25.761431000	-80.201734000	11.6		
T	25.763279000	-80.192195000	4.5		
T	25.757772000	-80.189716000	0.3		
T	25.760689000	-80.198016000	22.1		
T	25.762100000	-80.193556000	9.3		
T	25.760689000	-80.198016000	22.1		
T	25.760415000	-80.198446000	24.4		
T	25.760689000	-80.198016000	22.1		
T	25.759644000	-80.198050000	22.9		
T	25.764599000	-80.190711000	5.7		
T	25.759644000	-80.198050000	22.9		
T	25.766120000	-80.185091000	3.5		
T	25.760415000	-80.198446000	24.4		
T	25.768103000	-80.196049000	3.3		
T	25.758225000	-80.203438000	12.4		
T	25.766004000	-80.184182000	0.9		
T	25.768103000	-80.196049000	3.3		
T	25.761639000	-80.190312000	1.2		
T	25.757772000	-80.189716000	0.3		
T	25.757772000	-80.189716000	0.3		
T	25.767338000	-80.202324000	12.6		
T	25.780675000	-80.151156000	0.3		
T	25.805813000	-80.140447000	0.3		
T	25.774637000	-80.151027000	0.3		
T	25.778630000	-80.149873000	0.3		
T	25.777546000	-80.158118000	0.3		
T	25.783894000	-80.164020000	1.3		
T	25.777165000	-80.157561000	0.3		
T	25.777247000	-80.157110000	0.3		
T	25.782782000	-80.157726000	1.5		
T	25.790887000	-80.176201000	0.5		
T	25.804178000	-80.139734000	0.3		
T	25.790869000	-80.175391000	0.7		
T	25.795210000	-80.158638000	4.2		
T	25.797857000	-80.145842000	0.3		
T	25.802848000	-80.147142000	0.3		
T	25.805864000	-80.145110000	0.3		
T	25.794388000	-80.159989000	4.6		
T	25.787021000	-80.158038000	4.5		
T	25.780848000	-80.156925000	2.9		
T	25.806029000	-80.143206000	0.3		
T	25.802908000	-80.143322000	0.3		
T	25.777249000	-80.149670000	0.3		
T	25.786685000	-80.158237000	4.1		
T	25.789225000	-80.163654000	4.3		
T	25.804895000	-80.140815000	0.2		
T	25.798179000	-80.140297000	0.3		
T	25.800032000	-80.143540000	2.2		
T	25.802932000	-80.142405000	0.3		
T	25.798113000	-80.142660000	0.3		
T	25.781891000	-80.159609000	1.8		
T	25.788311000	-80.163162000	4.6		
T	25.790735000	-80.171909000	0.3		
T	25.778945000	-80.158406000	0.3		
T	25.779684000	-80.163071000	0.3		
T	25.791894000	-80.159847000	4.7		
T	25.785144000	-80.163208000	1.0		
T	25.778142000	-80.159504000	0.3		
T	25.779537000	-80.159773000	0.3		
T	25.777328000	-80.157907000	0.3		
T	25.789919000	-80.155781000	3.5		
T	25.790825000	-80.170730000	0.3		
T	25.785630000	-80.164553000	0.6		
T	25.789741000	-80.169382000	0.3		
T	25.782891000	-80.157976000	1.1		
T	25.780921000	-80.156055000	2.0		
T	25.793138000	-80.154379000	3.7		
T	25.793790000	-80.158387000	4.3		
T	25.790831000	-80.178100000	0.2		
T	25.779207000	-80.161973000	0.3		
T	25.789063000	-80.163644000	4.4		
T	25.805950000	-80.144792000	0.3		
T	25.798741000	-80.144310000	0.3		
T	25.780012000	-80.160870000	0.3		
T	25.789809000	-80.158155000	4.2		
T	25.802941000	-80.142083000	0.3		
T	25.784064000	-80.164408000	1.2		
T	25.791032000	-80.173653000	0.3		
T	25.798869000	-80.142864000	1.4		
T	25.800956000	-80.143834000	0.3		
T	25.783110000	-80.162195000	1.3		
T	25.782287000	-80.160197000	2.9		
T	25.767864000	-80.132822000	4.5		
T	25.793716000	-80.155925000	3.8		
T	25.791067000	-80.159800000	4.6		
T	25.789854000	-80.167170000	0.3		
T	25.781081000	-80.166970000	0.3		
T	25.781395000	-80.158256000	2.6		
T	25.803348000	-80.127441000	3.0		
T	25.781638000	-80.157392000	5.2		
T	25.800016000	-80.144336000	2.2		
T	25.781068000	-80.155906000	1.9		
T	25.798855000	-80.143410000	0.7		
T	25.796888000	-80.141661000	0.3		
T	25.796672000	-80.144973000	0.3		
T	25.783610000	-80.163359000	1.2		
T	25.782640000	-80.157407000	1.5		
T	25.791387000	-80.166813000	0.2		
T	25.782250000	-80.160017000	3.2		
T	25.789393000	-80.163664000	4.3		
T	25.790813000	-80.158209000	4.3		
T	25.785056000	-80.164653000	3.2		
T	25.798118000	-80.142427000	0.3		
T	25.791184000	-80.169378000	0.3		
T	25.798125000	-80.142200000	0.3		
T	25.782472000	-80.158404000	4.4		
T	25.781139000	-80.165884000	0.3		
T	25.791459000	-80.158258000	4.4		
T	25.790500000	-80.154217000	3.3		
T	25.790149000	-80.158173000	4.3		
T	25.789719000	-80.168709000	0.3		
T	25.802025000	-80.145964000	1.4		
T	25.780336000	-80.165159000	0.3		
T	25.809452000	-80.127879000	3.6		
T	25.791588000	-80.155885000	3.5		
T	25.790371000	-80.169197000	0.3		
T	25.782767000	-80.166983000	0.2		
T	25.790837000	-80.174480000	0.7		
T	25.801984000	-80.198334000	14.9		
T	25.808882000	-80.128010000	3.6		
T	25.796703000	-80.144545000	0.3		
T	25.788601000	-80.159146000	6.4		
T	25.807977000	-80.125889000	3.7		
T	25.781167000	-80.163202000	0.3		
T	25.799555000	-80.142352000	2.9		
T	25.772000000	-80.135156000	4.9		
T	25.802303000	-80.145617000	0.8		
T	25.782269000	-80.158506000	5.0		
T	25.781015000	-80.137705000	2.0		
T	25.802114000	-80.142415000	1.6		
T	25.804455000	-80.127436000	3.0		
T	25.781057000	-80.165665000	0.3		
T	25.781280000	-80.165788000	0.3		
T	25.780702000	-80.164968000	0.3		
T	25.781121000	-80.164237000	0.3		
T	25.780846000	-80.165178000	0.3		
T	25.802317000	-80.144250000	0.7		
T	25.791111000	-80.140328000	1.1		
T	25.800161000	-80.138915000	0.8		
T	25.805003000	-80.132522000	2.1		
T	25.809027000	-80.134969000	0.3		
T	25.782689000	-80.158897000	4.6		
T	25.790276000	-80.167681000	0.3		
T	25.796954000	-80.140571000	0.3		
T	25.803180000	-80.128901000	3.3		
T	25.801340000	-80.138563000	1.0		
T	25.802995000	-80.133563000	2.6		
T	25.793207000	-80.140389000	1.6		
T	25.793258000	-80.159408000	6.3		
T	25.790432000	-80.176253000	2.8		
T	25.781563000	-80.156395000	5.1		
T	25.784202000	-80.163003000	4.2		
T	25.790383000	-80.177227000	2.5		
T	25.800506000	-80.138923000	0.7		
T	25.781533000	-80.165202000	0.3		
T	25.789587000	-80.155065000	3.3		
T	25.783661000	-80.161166000	5.0		
T	25.788697000	-80.155142000	3.3		
T	25.789046000	-80.154713000	3.3		
T	25.804090000	-80.128119000	3.2		
T	25.800840000	-80.138930000	0.6		
T	25.800999000	-80.138554000	1.4		
T	25.804842000	-80.130801000	2.6		
T	25.784596000	-80.164442000	2.8		
T	25.797543000	-80.143762000	0.3		
T	25.790792000	-80.155128000	3.3		
T	25.800856000	-80.133831000	2.6		
T	25.787808000	-80.143396000	0.3		
T	25.795795000	-80.143663000	0.3		
T	25.792599000	-80.163254000	5.9		
T	25.792337000	-80.138517000	2.0		
T	25.803527000	-80.133491000	3.0		
T	25.786754000	-80.143148000	0.3		
T	25.790495000	-80.154747000	3.3		
T	25.790437000	-80.162837000	6.5		
T	25.797735000	-80.127291000	3.3		
T	25.797562000	-80.144132000	0.3		
T	25.809156000	-80.129584000	2.6		
T	25.782694000	-80.159929000	4.8		
T	25.783514000	-80.160808000	5.2		
T	25.793230000	-80.154914000	3.3		
T	25.798174000	-80.134775000	2.6		
T	25.802462000	-80.133630000	2.8		
T	25.782103000	-80.158129000	5.1		
T	25.802152000	-80.134158000	2.0		
T	25.786749000	-80.143322000	0.3		
T	25.790003000	-80.155334000	3.3		
T	25.455380000	-80.485769000	3.6		
T	25.790647000	-80.158725000	6.2		
T	25.790576000	-80.172969000	0.3		
T	25.790257000	-80.168054000	0.3		
T	25.786870000	-80.129835000	3.9		
T	25.783656000	-80.139440000	1.3		
T	25.772698000	-80.140327000	0.3		
T	25.789580000	-80.155243000	3.3		
T	25.807258000	-80.137867000	0.3		
T	25.809499000	-80.129534000	2.6		
T	25.806841000	-80.129923000	2.6		
T	25.809759000	-80.129039000	2.7		
T	25.788638000	-80.142975000	0.3		
T	25.807685000	-80.129331000	2.9		
T	25.786353000	-80.142674000	0.3		
T	25.806283000	-80.131036000	2.3		
T	25.790434000	-80.163018000	6.6		
T	25.810085000	-80.131385000	0.7		
T	25.788252000	-80.139071000	1.6		
T	25.780987000	-80.140052000	0.8		
T	25.792845000	-80.138533000	2.2		
T	25.813153000	-80.191714000	13.9		
T	25.783287000	-80.140102000	1.0		
T	25.803415000	-80.187237000	1.5		
T	25.786968000	-80.137370000	2.0		
T	25.807182000	-80.129187000	3.1		
T	25.776599000	-80.138060000	1.9		
T	25.786972000	-80.137221000	2.0		
T	25.792136000	-80.148570000	0.3		
T	25.786653000	-80.137356000	2.0		
T	25.785401000	-80.138964000	1.4		
T	25.808006000	-80.129287000	3.0		
T	25.805963000	-80.130631000	2.4		
T	25.807612000	-80.198036000	20.2		
T	25.801738000	-80.125743000	2.3		
T	25.776246000	-80.135788000	3.0		
T	25.798071000	-80.131351000	0.3		
T	25.781948000	-80.142781000	0.3		
T	25.809481000	-80.196486000	20.0		
T	25.805927000	-80.198499000	18.3		
T	25.772061000	-80.137897000	2.7		
T	25.776246000	-80.135788000	3.0		
T	25.789698000	-80.172650000	0.3		
T	25.796345000	-80.189023000	5.4		
T	25.799476000	-80.186614000	1.5		
T	25.809633000	-80.191733000	14.2		
T	25.808101000	-80.204031000	18.3		
T	25.786698000	-80.135832000	2.5		
T	25.807234000	-80.197009000	17.9		
T	25.806335000	-80.200664000	15.6		
T	25.797886000	-80.130692000	3.0		
T	25.807094000	-80.193419000	12.7		
T	25.797886000	-80.130692000	3.0		
T	25.807230000	-80.197160000	18.5		
T	25.791584000	-80.186176000	0.5		
T	25.791584000	-80.186176000	0.5		
T	25.794676000	-80.131620000	3.5		
T	25.803219000	-80.125300000	2.6		
T	25.792560000	-80.187042000	1.6		
T	25.776514000	-80.189725000	9.7		
T	25.772175000	-80.202888000	5.5		
T	25.770558000	-80.194158000	4.3		
T	25.809891000	-80.196957000	22.2		
T	25.794165000	-80.136997000	2.8		
T	25.771676000	-80.203972000	3.3		
T	25.790996000	-80.149694000	0.3		
T	25.787014000	-80.130340000	3.9		
T	25.784989000	-80.141419000	0.5		
T	25.783029000	-80.141886000	0.3		
T	25.794283000	-80.200574000	14.8	1	
T	25.804236000	-80.205143000	16.6		
T	25.773616000	-80.132874000	5.2		
T	25.777024000	-80.173650000	0.3		
