type	latitude	longitude	altitude (ft)	eos	name
T	25.815097000	-80.136678000	3.0		
T	25.842375000	-80.123340000	0.5		
T	25.824506000	-80.134864000	0.4		
T	25.829698000	-80.125709000	4.1		
T	25.819622000	-80.182777000	0.3		
T	25.835207000	-80.124142000	2.7		
T	25.821003000	-80.185938000	6.8		
T	25.824870000	-80.130515000	2.0		
T	25.842776000	-80.123245000	0.6		
T	25.821497000	-80.185664000	6.8		
T	25.825975000	-80.127041000	3.9		
T	25.818784000	-80.185817000	6.2		
T	25.808689000	-80.130333000	2.0		
T	25.816196000	-80.137663000	1.9		
T	25.842721000	-80.123418000	0.5		
T	25.818665000	-80.186088000	6.8		
T	25.811366000	-80.126629000	3.6		
T	25.815144000	-80.132868000	0.3		
T	25.844365000	-80.151638000	0.3		
T	25.840106000	-80.131713000	0.8		
T	25.836842000	-80.131390000	1.1		
T	25.840199000	-80.124982000	3.1		
T	25.845242000	-80.175841000	0.3		
T	25.826060000	-80.130537000	1.8		
T	25.838262000	-80.124584000	3.0		
T	25.821505000	-80.185405000	6.5		
T	25.809368000	-80.128421000	3.4		
T	25.826351000	-80.182845000	5.7		
T	25.840601000	-80.131081000	1.6		
T	25.842848000	-80.129298000	0.4		
T	25.825273000	-80.128107000	4.4		
T	25.813153000	-80.191714000	13.9		
T	25.817733000	-80.132361000	0.4		
T	25.841454000	-80.125382000	3.2		
T	25.813258000	-80.136641000	5.1		
T	25.811009000	-80.126300000	3.3		
T	25.829768000	-80.124725000	3.1		
T	25.855374000	-80.193103000	5.0		
T	25.818943000	-80.134646000	1.9		
T	25.842338000	-80.127383000	2.7		
T	25.841965000	-80.176231000	0.6		
T	25.828673000	-80.129724000	2.1		
T	25.843599000	-80.123544000	1.8		
T	25.821181000	-80.135505000	0.6		
T	25.821490000	-80.186194000	7.8		
T	25.811308000	-80.129276000	2.6		
T	25.813153000	-80.191714000	13.9		
T	25.835872000	-80.129463000	2.8		
T	25.818540000	-80.133868000	2.1		
T	25.821106000	-80.127980000	1.3		
T	25.818941000	-80.187288000	7.6		
T	25.825770000	-80.129287000	3.3		
T	25.854305000	-80.144371000	0.4		
T	25.813153000	-80.191714000	13.9		
T	25.821571000	-80.132658000	2.6		
T	25.844341000	-80.152556000	0.3		
T	25.821605000	-80.186863000	8.7		
T	25.822664000	-80.136293000	0.3		
T	25.828739000	-80.183793000	6.9		
T	25.857924000	-80.173105000	1.5		
T	25.832937000	-80.128425000	3.0		
T	25.816316000	-80.126762000	3.1		
T	25.842922000	-80.125554000	2.8		
T	25.817131000	-80.135874000	2.0		
T	25.834117000	-80.124275000	4.1		
T	25.831579000	-80.125041000	2.5		
T	25.816789000	-80.131148000	0.3		
T	25.816581000	-80.133283000	0.9		
T	25.816218000	-80.184739000	5.1		
T	25.810846000	-80.131794000	0.3		
T	25.844342000	-80.175416000	0.3		
T	25.815894000	-80.131595000	0.3		
T	25.813153000	-80.191714000	13.9		
T	25.827917000	-80.128509000	3.0		
T	25.819143000	-80.134583000	1.8		
T	25.827642000	-80.125833000	4.4		
T	25.820713000	-80.135371000	1.0		
T	25.857961000	-80.171853000	0.3		
T	25.844557000	-80.152837000	0.3		
T	25.823576000	-80.182810000	5.5		
T	25.842187000	-80.130099000	0.4		
T	25.861159000	-80.133980000	0.3		
T	25.833952000	-80.129315000	1.6		
T	25.846347000	-80.155163000	0.3		
T	25.820795000	-80.134130000	1.9		
T	25.843968000	-80.176406000	0.3		
T	25.813153000	-80.191714000	13.9		
T	25.824305000	-80.183785000	6.6		
T	25.818730000	-80.132335000	2.6		
T	25.816056000	-80.137030000	2.6		
T	25.830655000	-80.183122000	7.8		
T	25.819837000	-80.126827000	3.0		
T	25.862039000	-80.173554000	3.6		
T	25.858705000	-80.143038000	0.8		
T	25.819443000	-80.133010000	3.0		
T	25.827642000	-80.125833000	4.4		
T	25.830199000	-80.129974000	0.6		
T	25.822115000	-80.182730000	4.3		
T	25.854902000	-80.139208000	0.4		
T	25.823475000	-80.133186000	0.6		
T	25.851710000	-80.173759000	0.5		
T	25.820526000	-80.128749000	1.0		
T	25.847790000	-80.160008000	0.6		
T	25.826273000	-80.183525000	7.3		
T	25.848144000	-80.160024000	1.4		
T	25.826074000	-80.130094000	2.5		
T	25.817536000	-80.127746000	2.6		
T	25.836064000	-80.124097000	2.6		
T	25.859072000	-80.190062000	5.0		
T	25.830745000	-80.129347000	1.2		
T	25.828230000	-80.184602000	7.9		
T	25.820629000	-80.128278000	1.3		
T	25.859004000	-80.192122000	5.0		
T	25.818709000	-80.128185000	2.0		
T	25.810306000	-80.128961000	2.8		
T	25.855082000	-80.138511000	0.3		
T	25.859954000	-80.173392000	2.2		
T	25.814653000	-80.137537000	4.0		
T	25.843897000	-80.124104000	1.6		
T	25.863152000	-80.192825000	7.1		
T	25.814073000	-80.137534000	4.7		
T	25.842819000	-80.125918000	3.2		
T	25.817944000	-80.127671000	2.8		
T	25.817876000	-80.127216000	3.0		
T	25.829051000	-80.183623000	7.1		
T	25.820434000	-80.131922000	3.3		
T	25.811232000	-80.128265000	3.3		
T	25.817847000	-80.137502000	0.4		
T	25.815597000	-80.188198000	8.6		
T	25.830891000	-80.125096000	2.9		
T	25.852237000	-80.175325000	2.0		
T	25.838760000	-80.124657000	3.0		
T	25.839637000	-80.124437000	3.3		
T	25.827878000	-80.129551000	2.3		
T	25.818943000	-80.136261000	0.8		
T	25.836882000	-80.124098000	2.4		
T	25.854855000	-80.139389000	0.3		
T	25.825733000	-80.129634000	3.2		
T	25.820816000	-80.131510000	3.4		
T	25.819500000	-80.127397000	2.6		
T	25.825733000	-80.129634000	3.2		
T	25.809058000	-80.130798000	1.5		
T	25.813153000	-80.191714000	13.9		
T	25.827618000	-80.127131000	3.3		
T	25.828868000	-80.124685000	4.3		
T	25.810832000	-80.130030000	2.0		
T	25.829775000	-80.128999000	2.1		
T	25.820324000	-80.135202000	1.2		
T	25.858559000	-80.188685000	6.4		
T	25.822741000	-80.134095000	0.9		
T	25.845682000	-80.155135000	0.3		
T	25.820846000	-80.133238000	2.9		
T	25.814493000	-80.137482000	4.2		
T	25.837699000	-80.124524000	2.9		
T	25.834309000	-80.128713000	2.7		
T	25.860218000	-80.175175000	6.0		
T	25.854788000	-80.140173000	0.6		
T	25.842928000	-80.121111000	4.3		
T	25.839731000	-80.124858000	3.3		
T	25.845699000	-80.178795000	0.3		
T	25.822747000	-80.186415000	9.4		
T	25.811508000	-80.129249000	2.4		
T	25.813824000	-80.137248000	4.8		
T	25.817477000	-80.129416000	1.0		
T	25.859623000	-80.171449000	0.3		
T	25.827021000	-80.128176000	3.3		
T	25.816429000	-80.122874000	2.6		
T	25.831247000	-80.125073000	2.8		
T	25.837184000	-80.125108000	3.3		
T	25.839888000	-80.124898000	3.3		
T	25.837847000	-80.125160000	3.3		
T	25.836077000	-80.124478000	2.8		
T	25.819707000	-80.187305000	7.5		
T	25.826588000	-80.130586000	1.7		
T	25.822741000	-80.134095000	0.9		
T	25.829102000	-80.182051000	4.6		
T	25.845699000	-80.178795000	0.3		
T	25.863152000	-80.192825000	7.1		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.818308000	-80.135547000	1.7		
T	25.842502000	-80.176790000	1.8		
T	25.862112000	-80.177927000	8.5		
T	25.827428000	-80.185703000	10.1		
T	25.856902000	-80.134200000	0.6		
T	25.817807000	-80.127696000	2.7		
T	25.816036000	-80.126783000	3.0		
T	25.816790000	-80.127876000	2.6		
T	25.817271000	-80.136815000	1.5		
T	25.820629000	-80.128278000	1.3		
T	25.818149000	-80.127176000	3.1		
T	25.830854000	-80.129709000	0.8		
T	25.836882000	-80.124098000	2.4		
T	25.863152000	-80.192825000	7.1		
T	25.817930000	-80.135178000	2.0		
T	25.855374000	-80.193103000	5.0		
T	25.851276000	-80.173139000	0.3		
T	25.817489000	-80.135611000	2.0		
T	25.854639000	-80.136664000	0.3		
T	25.822679000	-80.133386000	1.3		
T	25.862158000	-80.174874000	5.6		
T	25.815507000	-80.127661000	2.8		
T	25.832021000	-80.128400000	2.8		
T	25.840927000	-80.180496000	4.3		
T	25.845095000	-80.179204000	0.4		
T	25.821582000	-80.131454000	2.3		
T	25.813153000	-80.191714000	13.9		
T	25.832155000	-80.124993000	3.0		
T	25.813153000	-80.191714000	13.9		
T	25.811870000	-80.131133000	1.2		
T	25.819030000	-80.127593000	2.4		
T	25.855374000	-80.193103000	5.0		
T	25.813153000	-80.191714000	13.9		
T	25.820867000	-80.131860000	3.3		
T	25.855374000	-80.193103000	5.0		
T	25.843104000	-80.126689000	2.5		
T	25.827559000	-80.126710000	3.4		
T	25.830619000	-80.128676000	2.4		
T	25.858427000	-80.174173000	2.6		
T	25.855374000	-80.193103000	5.0		
T	25.813742000	-80.136750000	4.5		
T	25.855359000	-80.173704000	1.3		
T	25.842975000	-80.125979000	3.2		
T	25.818083000	-80.127645000	2.7		
T	25.855374000	-80.193103000	5.0		
T	25.813153000	-80.191714000	13.9		
T	25.820255000	-80.135535000	1.0		
T	25.842876000	-80.175707000	0.3		
T	25.822509000	-80.182527000	4.6		
T	25.824434000	-80.134487000	0.8		
T	25.813153000	-80.191714000	13.9		
T	25.830891000	-80.125096000	2.9		
T	25.817513000	-80.136199000	1.7		
T	25.813153000	-80.191714000	13.9		
T	25.859544000	-80.141776000	1.5		
T	25.813153000	-80.191714000	13.9		
T	25.859743000	-80.130248000	0.3		
T	25.815787000	-80.127021000	3.0		
T	25.841569000	-80.130283000	1.1		
T	25.863152000	-80.192825000	7.1		
T	25.821336000	-80.134976000	0.8		
T	25.847798000	-80.159217000	2.5		
T	25.832493000	-80.124949000	3.5		
T	25.812283000	-80.129069000	2.9		
T	25.816303000	-80.129612000	1.2		
T	25.831468000	-80.182994000	8.0		
T	25.859012000	-80.173578000	2.4		
T	25.820311000	-80.128329000	1.3		
T	25.809092000	-80.130277000	2.1		
T	25.822888000	-80.135097000	0.7		
T	25.838204000	-80.130833000	2.6		
T	25.853743000	-80.173831000	1.0		
T	25.861072000	-80.191490000	6.1		
T	25.813153000	-80.191714000	13.9		
T	25.854912000	-80.172174000	0.3		
T	25.815224000	-80.129776000	2.1		
T	25.808655000	-80.136781000	3.1		
T	25.855374000	-80.193103000	5.0		
T	25.808963000	-80.129153000	3.1		
T	25.862056000	-80.128740000	0.6		
T	25.827452000	-80.185527000	9.7		
T	25.825006000	-80.185566000	9.4		
T	25.819584000	-80.129010000	1.0		
T	25.858764000	-80.129460000	0.3		
T	25.854587000	-80.145043000	0.7		
T	25.829950000	-80.125100000	3.6		
T	25.840922000	-80.180742000	4.7		
T	25.857884000	-80.174462000	2.8		
T	25.837726000	-80.130688000	2.4		
T	25.818769000	-80.136406000	1.1		
T	25.863152000	-80.192825000	7.1		
T	25.855374000	-80.193103000	5.0		
T	25.826597000	-80.130285000	1.9		
T	25.858846000	-80.129525000	0.3		
T	25.818370000	-80.128657000	1.4		
T	25.860235000	-80.137586000	2.0		
T	25.839673000	-80.131460000	1.4		
T	25.828270000	-80.183430000	6.8		
T	25.852223000	-80.175790000	2.1		
T	25.855374000	-80.193103000	5.0		
T	25.854898000	-80.143895000	1.7		
T	25.827983000	-80.182276000	4.6		
T	25.861421000	-80.181636000	8.2		
T	25.855545000	-80.134683000	0.3		
T	25.863152000	-80.192825000	7.1		
T	25.813153000	-80.191714000	13.9		
T	25.811492000	-80.130267000	1.8		
T	25.850074000	-80.173410000	0.3		
T	25.854758000	-80.175412000	2.9		
T	25.857561000	-80.174379000	2.6		
T	25.813153000	-80.191714000	13.9		
T	25.811097000	-80.134313000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.818977000	-80.135552000	1.2		
T	25.859430000	-80.142667000	0.5		
T	25.817939000	-80.128318000	1.8		
T	25.822545000	-80.182965000	4.8		
T	25.818290000	-80.132494000	1.4		
T	25.858834000	-80.175998000	4.6		
T	25.819598000	-80.136086000	0.3		
T	25.820424000	-80.133645000	2.4		
T	25.861144000	-80.128713000	0.0		
T	25.817439000	-80.136693000	1.4		
T	25.842653000	-80.174993000	0.3		
T	25.823581000	-80.182571000	5.2		
T	25.860311000	-80.135249000	1.1		
T	25.857039000	-80.176556000	5.0		
T	25.813153000	-80.191714000	13.9		
T	25.821200000	-80.128695000	0.8		
T	25.825474000	-80.182805000	5.5		
T	25.828797000	-80.182803000	5.7		
T	25.860225000	-80.174966000	4.6		
T	25.820243000	-80.127889000	1.7		
T	25.824874000	-80.130361000	2.4		
T	25.820395000	-80.133307000	2.8		
T	25.813153000	-80.191714000	13.9		
T	25.817089000	-80.132668000	0.3		
T	25.835390000	-80.124129000	2.6		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.825082000	-80.182412000	4.8		
T	25.824248000	-80.186011000	9.5		
T	25.819648000	-80.129381000	0.6		
T	25.855374000	-80.193103000	5.0		
T	25.841717000	-80.176365000	0.9		
T	25.813153000	-80.191714000	13.9		
T	25.831191000	-80.186271000	12.9		
T	25.855374000	-80.193103000	5.0		
T	25.859350000	-80.178564000	8.5		
T	25.810294000	-80.130103000	2.3		
T	25.818540000	-80.133868000	2.1		
T	25.860493000	-80.131840000	2.7		
T	25.809819000	-80.128361000	3.6		
T	25.823456000	-80.135551000	0.3		
T	25.825257000	-80.128565000	4.1		
T	25.855374000	-80.193103000	5.0		
T	25.813153000	-80.191714000	13.9		
T	25.820827000	-80.135784000	0.7		
T	25.817941000	-80.132270000	0.8		
T	25.817701000	-80.131406000	0.2		
T	25.821149000	-80.126775000	2.7		
T	25.829582000	-80.182466000	6.0		
T	25.818896000	-80.129561000	0.7		
T	25.823989000	-80.184382000	7.2		
T	25.820244000	-80.126744000	3.1		
T	25.810463000	-80.134620000	0.4		
T	25.859128000	-80.120152000	3.8		
T	25.821112000	-80.127828000	1.5		
T	25.863152000	-80.192825000	7.1		
T	25.819361000	-80.133918000	2.3		
T	25.823571000	-80.183057000	5.6		
T	25.820372000	-80.129253000	0.7		
T	25.831362000	-80.124679000	2.3		
T	25.820314000	-80.132470000	3.4		
T	25.863152000	-80.192825000	7.1		
T	25.810090000	-80.128321000	3.6		
T	25.860319000	-80.135045000	1.1		
T	25.858722000	-80.129430000	0.3		
T	25.851320000	-80.172515000	0.3		
T	25.830935000	-80.129287000	1.1		
T	25.853000000	-80.131667000	1.9		
T	25.821428000	-80.135823000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.861195000	-80.192227000	5.6		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.819845000	-80.128965000	1.1		
T	25.816404000	-80.130031000	0.7		
T	25.822526000	-80.182067000	4.6		
T	25.858735000	-80.129725000	0.5		
T	25.859631000	-80.174572000	4.5		
T	25.860256000	-80.136904000	1.8		
T	25.846033000	-80.119708000	3.1		
T	25.819138000	-80.133993000	2.3		
T	25.816679000	-80.128974000	1.7		
T	25.863152000	-80.192825000	7.1		
T	25.854386000	-80.137524000	0.3		
T	25.857708000	-80.176547000	5.4		
T	25.863152000	-80.192825000	7.1		
T	25.824024000	-80.182805000	5.4		
T	25.855713000	-80.190805000	8.1		
T	25.858451000	-80.191938000	4.9		
T	25.824006000	-80.183587000	6.4		
T	25.831666000	-80.128435000	2.7		
T	25.850789000	-80.173507000	0.3		
T	25.860077000	-80.130388000	0.3		
T	25.813153000	-80.191714000	13.9		
T	25.854231000	-80.179327000	7.1		
T	25.818034000	-80.126535000	3.3		
T	25.858976000	-80.129617000	0.3		
T	25.827166000	-80.185919000	10.7		
T	25.856273000	-80.133626000	0.1		
T	25.814164000	-80.135813000	2.8		
T	25.831475000	-80.184040000	9.8		
T	25.813153000	-80.191714000	13.9		
T	25.820523000	-80.126591000	3.0		
T	25.810908000	-80.129334000	2.5		
T	25.827944000	-80.127424000	3.3		
T	25.855067000	-80.179170000	7.4		
T	25.838584000	-80.124629000	3.0		
T	25.810432000	-80.130084000	2.2		
T	25.855971000	-80.137173000	3.1		
T	25.855211000	-80.178272000	7.8		
T	25.816731000	-80.188907000	8.7		
T	25.818742000	-80.129600000	0.6		
T	25.819004000	-80.133147000	2.7		
T	25.861742000	-80.176612000	8.5		
T	25.855374000	-80.193103000	5.0		
T	25.831769000	-80.181884000	6.1		
T	25.827574000	-80.128425000	3.0		
T	25.859389000	-80.192532000	5.2		
T	25.816679000	-80.128974000	1.7		
T	25.813153000	-80.191714000	13.9		
T	25.811814000	-80.128624000	2.9		
T	25.825804000	-80.183513000	7.1		
T	25.828726000	-80.184286000	7.5		
T	25.861093000	-80.174199000	3.4		
T	25.840916000	-80.180962000	5.2		
T	25.858564000	-80.129599000	0.3		
T	25.826149000	-80.127832000	3.8		
T	25.863152000	-80.192825000	7.1		
T	25.813153000	-80.191714000	13.9		
T	25.822687000	-80.135952000	0.3		
T	25.812063000	-80.127707000	3.5		
T	25.855374000	-80.193103000	5.0		
T	25.858901000	-80.129845000	0.5		
T	25.863152000	-80.192825000	7.1		
T	25.859034000	-80.172895000	1.6		
T	25.843386000	-80.125739000	2.4		
T	25.853386000	-80.131617000	1.8		
T	25.826819000	-80.126841000	3.6		
T	25.813153000	-80.191714000	13.9		
T	25.843984000	-80.174402000	0.3		
T	25.858990000	-80.174262000	3.2		
T	25.860358000	-80.192053000	5.2		
T	25.813153000	-80.191714000	13.9		
T	25.855197000	-80.178574000	7.5		
T	25.858647000	-80.129659000	0.4		
T	25.812645000	-80.129775000	2.6		
T	25.854854000	-80.178705000	7.6		
T	25.817414000	-80.128823000	1.5		
T	25.821106000	-80.127980000	1.3		
T	25.822551000	-80.132668000	1.1		
T	25.821143000	-80.127082000	2.1		
T	25.861095000	-80.186741000	6.9		
T	25.855374000	-80.193103000	5.0		
T	25.855374000	-80.193103000	5.0		
T	25.817391000	-80.137430000	0.6		
T	25.855221000	-80.178120000	8.0		
T	25.817059000	-80.137564000	0.9		
T	25.838118000	-80.131502000	1.7		
T	25.821584000	-80.132109000	2.6		
T	25.856279000	-80.136358000	2.2		
T	25.823160000	-80.135718000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.860137000	-80.139806000	1.5		
T	25.855172000	-80.177798000	8.2		
T	25.827603000	-80.127414000	3.3		
T	25.860585000	-80.136913000	0.9		
T	25.808692000	-80.129191000	3.0		
T	25.858522000	-80.129569000	0.3		
T	25.837840000	-80.183148000	8.5		
T	25.818296000	-80.129262000	1.0		
T	25.819977000	-80.126814000	3.1		
T	25.815776000	-80.130088000	1.4		
T	25.855374000	-80.193103000	5.0		
T	25.810510000	-80.128260000	3.6		
T	25.863152000	-80.192825000	7.1		
T	25.818079000	-80.132581000	1.0		
T	25.855374000	-80.193103000	5.0		
T	25.841014000	-80.177540000	2.9		
T	25.840708000	-80.178659000	3.2		
T	25.828559000	-80.129815000	2.0		
T	25.824697000	-80.185788000	9.5		
T	25.858567000	-80.188467000	6.6		
T	25.824275000	-80.184860000	7.8		
T	25.847917000	-80.159524000	2.4		
T	25.840910000	-80.181189000	5.5		
T	25.825284000	-80.127801000	4.6		
T	25.840588000	-80.183032000	8.1		
T	25.863152000	-80.192825000	7.1		
T	25.855374000	-80.193103000	5.0		
T	25.854852000	-80.173464000	1.0		
T	25.813153000	-80.191714000	13.9		
T	25.855579000	-80.138660000	1.3		
T	25.858481000	-80.129539000	0.3		
T	25.855374000	-80.193103000	5.0		
T	25.854850000	-80.178250000	7.9		
T	25.818636000	-80.128611000	1.5		
T	25.853425000	-80.190173000	3.5		
T	25.862257000	-80.128746000	1.9		
T	25.815436000	-80.129229000	2.0		
T	25.859967000	-80.191885000	5.2		
T	25.855182000	-80.179035000	7.5		
T	25.855205000	-80.178877000	7.5		
T	25.860550000	-80.138040000	1.0		
T	25.818811000	-80.192303000	13.4		
T	25.845270000	-80.181902000	1.9		
T	25.854857000	-80.178866000	7.4		
T	25.862167000	-80.172116000	3.4		
T	25.839475000	-80.182750000	7.8		
T	25.813153000	-80.191714000	13.9		
T	25.854829000	-80.178544000	7.8		
T	25.855204000	-80.178423000	7.6		
T	25.855208000	-80.178725000	7.5		
T	25.813153000	-80.191714000	13.9		
T	25.844116000	-80.126161000	2.0		
T	25.838527000	-80.183091000	8.4		
T	25.855228000	-80.177958000	8.2		
T	25.862322000	-80.189737000	6.2		
T	25.819261000	-80.193478000	13.8		
T	25.827615000	-80.181291000	3.1		
T	25.837129000	-80.183346000	8.4		
T	25.855374000	-80.193103000	5.0		
T	25.841405000	-80.176807000	2.0		
T	25.858481000	-80.129539000	0.3		
T	25.857677000	-80.177799000	7.1		
T	25.855975000	-80.179279000	7.2		
T	25.840702000	-80.178879000	3.3		
T	25.854824000	-80.178395000	7.8		
T	25.823937000	-80.186230000	9.7		
T	25.841435000	-80.175403000	0.3		
T	25.853800000	-80.189264000	13.4		
T	25.810176000	-80.134924000	0.5		
T	25.861815000	-80.190252000	6.7		
T	25.827215000	-80.181656000	3.9		
T	25.825069000	-80.182975000	5.9		
T	25.855374000	-80.193103000	5.0		
T	25.813153000	-80.191714000	13.9		
T	25.813153000	-80.191714000	13.9		
T	25.860563000	-80.137632000	0.9		
T	25.813983000	-80.136985000	4.2		
T	25.813153000	-80.191714000	13.9		
T	25.863152000	-80.192825000	7.1		
T	25.855374000	-80.193103000	5.0		
T	25.849326000	-80.179778000	3.8		
T	25.861127000	-80.173324000	2.6		
T	25.844890000	-80.154816000	0.3		
T	25.844004000	-80.179048000	3.6		
T	25.822022000	-80.185237000	7.0		
T	25.860570000	-80.185653000	7.3		
T	25.860398000	-80.190958000	5.6		
T	25.822521000	-80.184103000	5.4		
T	25.825424000	-80.184920000	8.6		
T	25.840508000	-80.183755000	8.4		
T	25.829573000	-80.182699000	6.3		
T	25.826232000	-80.185680000	10.4		
T	25.863152000	-80.192825000	7.1		
T	25.855374000	-80.193103000	5.0		
T	25.829582000	-80.182466000	6.0		
T	25.859910000	-80.174759000	4.7		
T	25.858776000	-80.129755000	0.5		
T	25.846395000	-80.159148000	1.3		
T	25.855374000	-80.193103000	5.0		
T	25.700335000	-80.394185000	5.4		
T	25.813153000	-80.191714000	13.9		
T	25.813153000	-80.191714000	13.9		
T	25.837853000	-80.182265000	6.2		
T	25.854538000	-80.178722000	7.5		
T	25.827459000	-80.185342000	9.3		
T	25.854910000	-80.178055000	7.9		
T	25.859167000	-80.142423000	1.2		
T	25.849888000	-80.173247000	0.3		
T	25.813153000	-80.191714000	13.9		
T	25.855374000	-80.193103000	5.0		
T	25.808823000	-80.130315000	2.0		
T	25.842926000	-80.178259000	3.4		
T	25.863152000	-80.192825000	7.1		
T	25.853776000	-80.173102000	0.3		
T	25.858925000	-80.177139000	6.8		
T	25.859613000	-80.175149000	7.2		
T	25.858701000	-80.143539000	0.3		
T	25.859643000	-80.130424000	0.6		
T	25.860679000	-80.134113000	0.4		
T	25.860314000	-80.193593000	6.8		
T	25.854895000	-80.144907000	1.3		
T	25.860285000	-80.136007000	1.3		
T	25.813153000	-80.191714000	13.9		
T	25.862066000	-80.174259000	4.5		
T	25.861497000	-80.122806000	3.4		
T	25.830472000	-80.181893000	6.0		
T	25.843964000	-80.180768000	3.9		
T	25.857075000	-80.177653000	6.3		
T	25.860357000	-80.133915000	1.3		
T	25.813153000	-80.191714000	13.9		
T	25.840983000	-80.178673000	3.6		
T	25.819361000	-80.128501000	1.5		
T	25.825810000	-80.183287000	6.7		
T	25.863152000	-80.192825000	7.1		
